word,phonemic_transcription,vowel_syllable_count
myelin,M AY IH L IH N,3
pipefishes,P AY P F IH SH IH Z,3
stylistic,S T AY L IH S T IH K,3
tightfisted,T AY T F IH S T IH D,3
whitening,W AY T IH N IH NG,3
whitening(2),HH W AY T IH N IH NG,3
semifinish(1),S EH M AY F IH N IH SH,4
semifinished(1),S EH M AY F IH N IH SH T,4
shortsightedness,SH AO R T S AY T IH D N IH S,4
boris's,B AO R IH S IH Z,3
coarsening,K AO R S IH N IH NG,3
doremus,D AO R IH M IH S,3
foraging,F AO R IH JH IH NG,3
forfeited,F AO R F IH T IH D,3
forgiving(1),F AO R G IH V IH NG,3
formylin,F AO R M IH L IH N,3
gorelick,G AO R IH L IH K,3
gurevich,G Y UW R IH V IH CH,3
horrific,HH AO R IH F IH K,3
korenek,K AO R IH N IH K,3
korinek,K AO R IH N IH K,3
morris's,M AO R IH S IH Z,3
mortgage's,M AO R G IH JH IH Z,3
mortgages(1),M AO R G IH JH IH Z,3
mortgaging,M AO R G IH JH IH NG,3
oranges(1),AO R IH N JH IH Z,3
short-winded,SH AO R T W IH N D IH D,3
shortages(1),SH AO R T IH JH IH Z,3
swordfish's,S AO R D F IH SH IH Z,3
electrophoresis,IH L EH K T R OW F AO R IH S IH S,6
atypic,EY T IH P IH K,3
davis's(1),D EY V IH S IH Z,3
geyelin,JH EY IH L IH N,3
langevin,L EY NG G IH V IH N,3
matrices,M EY T R IH S IH Z,3
matrix's,M EY T R IH K S IH Z,3
matrixes,M EY T R IH K S IH Z,3
nativist,N EY T IH V IH S T,3
ravinous,R EY V IH N IH S,3
sacredness,S EY K R IH D N IH S,3
savings's(1),S EY V IH NG Z IH Z,3
weightlifting,W EY T L IH F T IH NG,3
pervasiveness,P ER V EY S IH V N IH S,4
allegis's,AE L EY JH IH S IH Z,4
bulfinch's,B UH L F IH N CH IH Z,3
bullshitting,B UH L SH IH T IH NG,3
fulfilling,F UH L F IH L IH NG,3
goodrich's,G UH D R IH CH IH Z,3
heuristic,HH Y UH R IH S T IH K,3
heuristics,HH Y UH R IH S T IH K S,3
lookingbill,L UH K IH NG B IH L,3
puristic,P Y UH R IH S T IH K,3
bielefeldt,B IY L IH F IH L T,3
delisted,D IY L IH S T IH D,3
delisting,D IY L IH S T IH NG,3
eclipses(1),IY K L IH P S IH Z,3
eclipsing(1),IY K L IH P S IH NG,3
felix's,F IY L IH K S IH Z,3
penises,P IY N IH S IH Z,3
phoenix's,F IY N IH K S IH Z,3
predicted(2),P R IY D IH K T IH D,3
predicting(1),P R IY D IH K T IH NG,3
predictive(1),P R IY D IH K T IH V,3
preexist,P R IY IH G Z IH S T,3
preexists,P R IY IH G Z IH S T S,3
queenfish's,K W IY N F IH SH IH Z,3
rebuilding,R IY B IH L D IH NG,3
refinish,R IY F IH N IH SH,3
refinished,R IY F IH N IH SH T,3
refitted,R IY F IH T IH D,3
refitting,R IY F IH T IH NG,3
rekindling,R IY K IH N D L IH NG,3
relinquish(1),R IY L IH NG K W IH SH,3
relinquished(1),R IY L IH NG K W IH SH T,3
reliving,R IY L IH V IH NG,3
remisses,R IY M IH S IH Z,3
remitted,R IY M IH T IH D,3
reprinted,R IY P R IH N T IH D,3
reprinting,R IY P R IH N T IH NG,3
rescinded(2),R IY S IH N D IH D,3
resisted(2),R IY Z IH S T IH D,3
resisting(1),R IY Z IH S T IH NG,3
restricted(1),R IY S T R IH K T IH D,3
restricting,R IY S T R IH K T IH NG,3
restrictive,R IY S T R IH K T IH V,3
rethinking,R IY TH IH NG K IH NG,3
revisit,R IY V IH Z IH T,3
revisits,R IY V IH Z IH T S,3
stephens's,S T IY V IH N Z IH Z,3
stephenville,S T IY V IH N V IH L,3
polytheistic,P AA L IY TH IY IH S T IH K,5
non-restricted(1),N AA N R IY S T R IH K T IH D,4
nonrestricted(1),N AA N R IY S T R IH K T IH D,4
unrealistic,AH N R IY L IH S T IH K,4
unremitting(1),AH N R IY M IH T IH NG,4
unrestricted,AH N R IY S T R IH K T IH D,4
surrealistic,S ER IY L IH S T IH K,4
pantheistic,P AE N TH IY IH S T IH K,4
semifinish,S EH M IY F IH N IH SH,4
semifinished,S EH M IY F IH N IH SH T,4
lineages,L IH N IY IH JH IH Z,4
atheistic,EY TH IY IH S T IH K,4
babysitting,B EY B IY S IH T IH NG,4
aldus's,AA L D IH S IH Z,3
blockages,B L AA K IH JH IH Z,3
bochenek,B AA K IH N IH K,3
bodices,B AA D IH S IH Z,3
chronicling,K R AA N IH K L IH NG,3
cognitive,K AA G N IH T IH V,3
college's,K AA L IH JH IH Z,3
colleges,K AA L IH JH IH Z,3
colleges',K AA L IH JH IH Z,3
collins's,K AA L IH N Z IH Z,3
consciences,K AA N CH IH N S IH Z,3
copelin,K AA P IH L IH N,3
cottages,K AA T IH JH IH Z,3
dobrynin,D AA B R IH N IH N,3
domenech,D AA M IH N IH K,3
domenick,D AA M IH N IH K,3
frolicking,F R AA L IH K IH NG,3
goffinet,G AA F IH N IH T,3
gosselin,G AA S IH L IH N,3
joscelyn,JH AA S IH L IH N,3
josselyn,JH AA S IH L IH N,3
kasich's,K AA S IH CH IH Z,3
mladic's,M L AA D IH CH IH Z,3
modesitt,M AA D IH S IH T,3
non-building,N AA N B IH L D IH NG,3
non-descript,N AA N D IH S K R IH P T,3
nonbuilding,N AA N B IH L D IH NG,3
nondescript,N AA N D IH S K R IH P T,3
odelet,AA D IH L IH T,3
olenick,AA L IH N IH K,3
olenik,AA L IH N IH K,3
optimist,AA P T IH M IH S T,3
optimists,AA P T IH M IH S T S,3
ostriches,AA S T R IH CH IH Z,3
plaisted,P L AA IH S T IH D,3
polishing,P AA L IH SH IH NG,3
rollicking,R AA L IH K IH NG,3
rollins's,R AA L IH N Z IH Z,3
rosselin,R AA S IH L IH N,3
shoplifting,SH AA P L IH F T IH NG,3
stalinist,S T AA L IH N IH S T,3
stoppages,S T AA P IH JH IH Z,3
tompkinses,T AA M P K IH N S IH Z,3
wantages,W AA N T IH JH IH Z,3
thrombolysis(1),TH R AA M B AA L IH S IH S,4
onassis's(1),OW N AA S IH S IH S,4
geopolitic,JH IY OW P AA L IH T IH K,5
endotronics's,EH N D OW T R AA N IH K S IH Z,5
abolishes,AH B AA L IH SH IH Z,4
abolishing,AH B AA L IH SH IH NG,4
accomplishes,AH K AA M P L IH SH IH Z,4
accomplishing,AH K AA M P L IH SH IH NG,4
astonishing,AH S T AA N IH SH IH NG,4
deposited,D AH P AA Z IH T IH D,4
depositing,D AH P AA Z IH T IH NG,4
kovacevich,K AH V AA CH IH V IH CH,4
radosevich,R AH D AA S IH V IH CH,4
acknowledges,AE K N AA L IH JH IH Z,4
acknowledging,AE K N AA L IH JH IH NG,4
admonishes,AE D M AA N IH SH IH Z,4
admonishing,AE D M AA N IH SH IH NG,4
ionics's,AY AA N IH K S IH Z,4
demolishing,D IH M AA L IH SH IH NG,4
impoverishing,IH M P AA V R IH SH IH NG,4
milosevich,M IH L AA S IH V IH CH,4
minoxidil,M IH N AA K S IH D IH L,4
dukakis'(1),D UW K AA K IH S IH Z,4
dukakis's,D UW K AA K IH S IH Z,4
dukakises,D UW K AA K IH S IH Z,4
bolshevist,B OW L SH IH V IH S T,3
goldfinches,G OW L D F IH N CH IH Z,3
holistic,HH OW L IH S T IH K,3
olympic,OW L IH M P IH K,3
olympic's,OW L IH M P IH K S,3
olympics,OW L IH M P IH K S,3
olympics',OW L IH M P IH K S,3
prolific,P R OW L IH F IH K,3
voltage's,V OW L T IH JH IH Z,3
voltages(1),V OW L T IH JH IH Z,3
thrombolysis,TH R AA M B OW L IH S IH S,4
thrombolytic,TH R AA M B OW L IH T IH K,4
ostpolitik,OW S T P OW L IH T IH K,4
oligopolistic,OW L IH G AH P OW L IH S T IH K,6
abridging,AH B R IH JH IH NG,3
acidic,AH S IH D IH K,3
acquitted,AH K W IH T IH D,3
acquitting,AH K W IH T IH NG,3
acrylic,AH K R IH L IH K,3
acrylics,AH K R IH L IH K S,3
addicted,AH D IH K T IH D,3
addicting,AH D IH K T IH NG,3
addictive,AH D IH K T IH V,3
adhering,AH D HH IH R IH NG,3
admitting(1),AH D M IH T IH NG,3
affixes(1),AH F IH K S IH Z,3
affixing,AH F IH K S IH NG,3
afflicted,AH F L IH K T IH D,3
afflicting,AH F L IH K T IH NG,3
amidships,AH M IH D SH IH P S,3
appearing,AH P IH R IH NG,3
assisted(1),AH S IH S T IH D,3
assisting,AH S IH S T IH NG,3
ballistic,B AH L IH S T IH K,3
ballistics,B AH L IH S T IH K S,3
botrytis,B AH T R IH T IH S,3
budgeted(1),B AH JH IH T IH D,3
budgeteer,B AH JH IH T IH R,3
budgeteers,B AH JH IH T IH R Z,3
budgeting,B AH JH IH T IH NG,3
buffeted(1),B AH F IH T IH D,3
committed,K AH M IH T IH D,3
committing,K AH M IH T IH NG,3
conflicted,K AH N F L IH K T IH D,3
conflicting,K AH N F L IH K T IH NG,3
conscripted,K AH N S K R IH P T IH D,3
consisted(1),K AH N S IH S T IH D,3
consisting,K AH N S IH S T IH NG,3
constricting,K AH N S T R IH K T IH NG,3
convicting,K AH N V IH K T IH NG,3
convinces,K AH N V IH N S IH Z,3
convincing,K AH N V IH N S IH NG,3
coverages(2),K AH V R IH JH IH Z,3
cummins's,K AH M IH N Z IH Z,3
cushitic,K AH SH IH T IH K,3
dominguez,D AH M IH NG IH Z,3
dominik,D AH M IH N IH K,3
eclipsing(2),AH K L IH P S IH NG,3
galitsin,G AH L IH T S IH N,3
granitic,G R AH N IH T IH K,3
hasidic,HH AH S IH D IH K,3
hasidim,HH AH S IH D IH M,3
hulsebus,HH AH L S IH B IH S,3
huntingdon,HH AH N T IH NG D IH N,3
jelisic,JH AH L IH S IH K,3
justice's,JH AH S T IH S IH Z,3
justices(1),JH AH S T IH S IH Z,3
justices',JH AH S T IH S IH Z,3
logistic,L AH JH IH S T IH K,3
logistics,L AH JH IH S T IH K S,3
macdiarmid,M AH K D IH R M IH D,3
maginnis(1),M AH G IH N IH S,3
mcclintic,M AH K L IH N T IH K,3
mcclintick,M AH K L IH N T IH K,3
mckissic,M AH K IH S IH K,3
mckissick,M AH K IH S IH K,3
mckitrick,M AH K IH T R IH K,3
mckittrick,M AH K IH T R IH K,3
mcmillin,M AH K M IH L IH N,3
mudslinging,M AH D S L IH NG IH NG,3
mullikin,M AH L IH K IH N,3
mullinix,M AH L IH N IH K S,3
mulvehill(1),M AH L V IH HH IH L,3
mulvihill(1),M AH L V IH HH IH L,3
pacific,P AH S IH F IH K,3
pacific's,P AH S IH F IH K S,3
patinkin,P AH T IH NG K IH N,3
patristic,P AH T R IH S T IH K,3
publicist,P AH B L IH S IH S T,3
publicists,P AH B L IH S IH S T S,3
publishes(1),P AH B L IH SH IH Z,3
publishing,P AH B L IH SH IH NG,3
publishing's,P AH B L IH SH IH NG Z,3
publishings,P AH B L IH SH IH NG Z,3
punishing,P AH N IH SH IH NG,3
rudisill,R AH D IH S IH L,3
rummaging,R AH M IH JH IH NG,3
sadistic,S AH D IH S T IH K,3
satiric,S AH T IH R IH K,3
semitic,S AH M IH T IH K,3
severeville,S AH V IH R V IH L,3
solicit,S AH L IH S IH T,3
specific,S P AH S IH F IH K,3
statistic,S T AH T IH S T IH K,3
statistics,S T AH T IH S T IH K S,3
statistics',S T AH T IH S T IH K S,3
submissive,S AH B M IH S IH V,3
submitting,S AH B M IH T IH NG,3
summiteer,S AH M IH T IH R,3
summiteers,S AH M IH T IH R Z,3
summitville,S AH M IH T V IH L,3
unfinished,AH N F IH N IH SH T,3
unflinching,AH N F L IH N CH IH NG,3
unlisted,AH N L IH S T IH D,3
unscripted,AH N S K R IH P T IH D,3
unstinting,AH N S T IH N T IH NG,3
unthinking,AH N TH IH NG K IH NG,3
unwilling,AH N W IH L IH NG,3
unwitting,AH N W IH T IH NG,3
upbringing,AH P B R IH NG IH NG,3
uplifted,AH P L IH F T IH D,3
uplifting,AH P L IH F T IH NG,3
vanillin,V AH N IH L IH N,3
broken-winded,B R OW K AH N W IH N D IH D,4
chauvinistic,CH OW V AH N IH S T IH K,4
oceaneering,OW SH AH N IH R IH NG,4
rototilling,R OW T AH T IH L IH NG,4
socialistic,S OW SH AH L IH S T IH K,4
milosevic's,M IH L OW S AH V IH CH IH Z,5
autopacific,AO T OW P AH S IH F IH K,5
voyeuristic,V OY Y AH R IH S T IH K,4
hydrophilic,HH AY D R AH F IH L IH K,4
pioneering,P AY AH N IH R IH NG,4
scientific,S AY AH N T IH F IH K,4
scientific's,S AY AH N T IH F IH K S,4
scientifics,S AY AH N T IH F IH K S,4
pseudoscientific,S UW D OW S AY AH N T IH F IH K,6
unscientific,AH N S AY AH N T IH F IH K,5
moralistic,M AO R AH L IH S T IH K,4
organismic,AO R G AH N IH Z M IH K,4
orphanages,AO R F AH N IH JH IH Z,4
self-organising,S EH L F AO R G AH N IH Z IH NG,5
self-organizing,S EH L F AO R G AH N IH Z IH NG,5
fatalistic,F EY T AH L IH S T IH K,4
pluralistic,P L UH R AH L IH S T IH K,4
beatrice's,B IY AH T R IH S IH Z,4
hedonistic,HH IY D AH N IH S T IH K,4
hemolytic,HH IY M AH L IH T IH K,4
phenotypic,F IY N AH T IH P IH K,4
readmitted,R IY AH D M IH T IH D,4
realistic,R IY AH L IH S T IH K,4
recommited,R IY K AH M IH T IH D,4
recommitted,R IY K AH M IH T IH D,4
reconditioning(1),R IY K AH N D IH SH N IH NG,4
resubmitted,R IY S AH B M IH T IH D,4
resubmitting,R IY S AH B M IH T IH NG,4
imperialistic,IH M P IY R IY AH L IH S T IH K,6
surrealistic(1),S ER IY AH L IH S T IH K,5
antiballistic,AE N T IY B AH L IH S T IH K,5
idealistic,AY D IY AH L IH S T IH K,5
materialistic,M AH T IH R IY AH L IH S T IH K,6
congresswomen,K AA NG G R AH S W IH M IH N,4
contradicting,K AA N T R AH D IH K T IH NG,4
domineering,D AA M AH N IH R IH NG,4
monoclinic,M AA N AH K L IH N IH K,4
monolithic,M AA N AH L IH TH IH K,4
non-specific,N AA N S P AH S IH F IH K,4
nonspecific,N AA N S P AH S IH F IH K,4
novelistic,N AA V AH L IH S T IH K,4
politicking,P AA L AH T IH K IH NG,4
profiteering,P R AA F AH T IH R IH NG,4
apocalyptic,AH P AA K AH L IH P T IH K,5
monopolistic,M AH N AA P AH L IH S T IH K,5
solzhenitsyn,S OW L Z AH N IH T S IH N,4
unassisted,AH N AH S IH S T IH D,4
uncommitted,AH N K AH M IH T IH D,4
unconvincing,AH N K AH N V IH N S IH NG,4
undiminished,AH N D AH M IH N IH SH T,4
propagandistic,P R AA P AH G AH N D IH S T IH K,5
nationalistic,N AE SH AH N AH L IH S T IH K,5
criminalistics,K R IH M AH N AH L IH S T IH K S,5
sensationalistic,S EH N S EY SH AH N AH L IH S T IH K,6
amphophilic,AE M F AH F IH L IH K,4
analytic,AE N AH L IH T IH K,4
analytics,AE N AH L IH T IH K S,4
angeles's,AE N JH AH L IH S IH Z,4
atavistic,AE T AH V IH S T IH K,4
cataclysmic,K AE T AH K L IH Z M IH K,4
catalytic,K AE T AH L IH T IH K,4
chappaquiddick,CH AE P AH K W IH D IH K,4
falconbridge's,F AE L K AH N B R IH JH IH Z,4
halophytic,HH AE L AH F IH T IH K,4
masochistic,M AE S AH K IH S T IH K,4
nationalistic(1),N AE SH N AH L IH S T IH K,4
naturalistic(1),N AE CH R AH L IH S T IH K,4
patronymic,P AE T R AH N IH M IH K,4
stratospheric,S T R AE T AH S F IH R IH K,4
transpacific,T R AE N S P AH S IH F IH K,4
evangelistic,IY V AE N JH AH L IH S T IH K,5
minneapolis's,M IH N IY AE P AH L IH S IH Z,6
psychoanalytic,S AY K OW AE N AH L IH T IH K,6
anachronistic,AH N AE K R AH N IH S T IH K,5
annapolis's,AH N AE P AH L IH S IH Z,5
indianapolis's,IH N D IY AH N AE P AH L IH S IH Z,7
supercalifragilistic,S UW P ER K AE L AH F R AE JH AH L IH S T IH K,8
hermaphroditic,HH ER M AE F R AH D IH T IH K,5
antagonistic,AE N T AE G AH N IH S T IH K,5
imagineering,IH M AE JH AH N IH R IH NG,5
dershowitz's,D ER SH AH W IH T S IH Z,4
journalistic,JH ER N AH L IH S T IH K,4
persevering,P ER S AH V IH R IH NG,4
paternalistic,P AH T ER N AH L IH S T IH K,5
naturalistic,N AE CH ER AH L IH S T IH K,5
deterministic,D IH T ER M AH N IH S T IH K,5
benefited,B EH N AH F IH T IH D,4
benefiting,B EH N AH F IH T IH NG,4
benefitted,B EH N AH F IH T IH D,4
benefitting,B EH N AH F IH T IH NG,4
engineering,EH N JH AH N IH R IH NG,4
hemispheric,HH EH M AH S F IH R IH K,4
heritage's,HH EH R AH T IH JH IH Z,4
legalistic,L EH G AH L IH S T IH K,4
mechanistic,M EH K AH N IH S T IH K,4
mesolithic,M EH Z AH L IH TH IH K,4
metaphysics,M EH T AH F IH Z IH K S,4
paralympic,P EH R AH L IH M P IH K,4
paralytic,P EH R AH L IH T IH K,4
parasitic,P EH R AH S IH T IH K,4
pessimistic,P EH S AH M IH S T IH K,4
prejudices,P R EH JH AH D IH S IH Z,4
prejudicing,P R EH JH AH D IH S IH NG,4
reminisces,R EH M AH N IH S IH Z,4
reminiscing,R EH M AH N IH S IH NG,4
terroristic,T EH R AH R IH S T IH K,4
reengineering,R IY EH N JH AH N IH R IH NG,5
bioengineering,B AY OW EH N JH AH N IH R IH NG,6
electioneering,IH L EH K SH AH N IH R IH NG,5
electrolytic,IH L EH K T R AH L IH T IH K,5
expressionistic,IH K S P R EH SH AH N IH S T IH K,5
impressionistic,IH M P R EH SH AH N IH S T IH K,5
auctioneering,AO K SH AH N IH R IH NG,4
volunteering,V AO L AH N T IH R IH NG,4
amoxicillin,AH M AO K S AH S IH L IH N,5
uncontradicted,AH N K AO N T R AH D IH K T IH D,5
hellenistic,HH EH L AH N IH S T IH K,4
self-sufficient(1),S EH L F S AH F IH SH IH N T,4
telesis's,T EH L AH S IH S IH Z,4
destructiveness,D IH S T R AH K T IH V N IH S,4
disappearing,D IH S AH P IH R IH NG,4
inabinet,IH N AH B IH N IH T,4
misogynist,M IH Z AH JH IH N IH S T,4
misogynists,M IH Z AH JH IH N IH S T S,4
misogynists(1),M IH Z AH JH IH N IH S,4
pilgrimages,P IH L G R AH M IH JH IH Z,4
parkinsonism,P AA R K IH N S AH N IH Z IH M,5
capitalistic,K AE P IH T AH L IH S T IH K,5
debenedictis,D EH B IH N AH D IH K T IH S,5
eosinophilic,IY AO S IH N AH F IH L IH K,6
crucifixes,K R UW S AH F IH K S IH Z,4
dualistic,D UW AH L IH S T IH K,4
euphemistic,Y UW F AH M IH S T IH K,4
feudalistic,F Y UW D AH L IH S T IH K,4
fuselages(1),F Y UW S AH L IH JH IH Z,4
humanistic,HH Y UW M AH N IH S T IH K,4
pugilistic,P Y UW JH AH L IH S T IH K,4
ritualistic,R IH CH UW AH L IH S T IH K,5
individualistic,IH N D IH V IH JH UW AH L IH S T IH K,7
activist,AE K T IH V IH S T,3
activists,AE K T IH V IH S T S,3
activists',AE K T IH V IH S T S,3
additive,AE D IH T IH V,3
additives,AE D IH T IH V Z,3
adjective,AE JH IH K T IH V,3
adjectives,AE JH IH K T IH V Z,3
admitting,AE D M IH T IH NG,3
affixes,AE F IH K S IH Z,3
altemus,AE L T IH M IH S,3
amethyst,AE M IH TH IH S T,3
amylin,AE M IH L IH N,3
anguishing,AE NG G W IH SH IH NG,3
anniston,AE N IH S T IH N,3
anniston(1),AE N IH S IH N,3
asselin,AE S IH L IH N,3
atkins's,AE T K IH N Z IH Z,3
average's,AE V R IH JH IH Z,3
averages,AE V R IH JH IH Z,3
averaging,AE V R IH JH IH NG,3
babbage's,B AE B IH JH IH Z,3
bandages(1),B AE N D IH JH IH Z,3
banishing,B AE N IH SH IH NG,3
blacklisted,B L AE K L IH S T IH D,3
blacklisting,B L AE K L IH S T IH NG,3
blankinship,B L AE NG K IH N SH IH P,3
brandishes,B R AE N D IH SH IH Z,3
brandishing,B R AE N D IH SH IH NG,3
cabbages,K AE B IH JH IH Z,3
calvinist(1),K AE L V IH N IH S T,3
candice's,K AE N D IH S IH Z,3
candilin,K AE N D IH L IH N,3
carriages,K AE R IH JH IH Z,3
carrisyn,K AE R IH S IH N,3
casebeer,K AE S IH B IH R,3
damages(1),D AE M IH JH IH Z,3
damaging,D AE M IH JH IH NG,3
flatfishes,F L AE T F IH SH IH Z,3
francisville,F R AE N S IH S V IH L,3
franklinville,F R AE NG K L IH N V IH L,3
gamelin,G AE M IH L IH N,3
garelick,G AE R IH L IH K,3
habenicht,HH AE B IH N IH K T,3
hagelin,HH AE G IH L IH N,3
hamitic,HH AE M IH T IH K,3
hanifin,HH AE N IH F IH N,3
hannifin,HH AE N IH F IH N,3
harrises,HH AE R IH S IH Z,3
hasselbring,HH AE S IH L B R IH NG,3
hazelip,HH AE Z IH L IH P,3
jackelyn,JH AE K IH L IH N,3
jacquelyn,JH AE K W IH L IH N,3
landfilling,L AE N D F IH L IH NG,3
languages(1),L AE NG G W IH JH IH Z,3
languishes,L AE NG G W IH SH IH Z,3
languishing,L AE NG G W IH SH IH NG,3
lapidus,L AE P IH D IH S,3
lavishing,L AE V IH SH IH NG,3
madelyn,M AE D IH L IH N,3
maginnis,M AE JH IH N IH S,3
manages,M AE N IH JH IH Z,3
mankiewicz,M AE NG K IH W IH T S,3
marilin,M AE R IH L IH N,3
marylin,M AE R IH L IH N,3
mastrich's,M AE S T R IH CH IH Z,3
pacifist,P AE S IH F IH S T,3
pacifists,P AE S IH F IH S T S,3
package's,P AE K IH JH IH Z,3
packages(1),P AE K IH JH IH Z,3
packaging,P AE K IH JH IH NG,3
palmitic,P AE L M IH T IH K,3
panicking,P AE N IH K IH NG,3
parishes,P AE R IH SH IH Z,3
passages(1),P AE S IH JH IH Z,3
practices,P R AE K T IH S IH Z,3
practicing,P R AE K T IH S IH NG,3
practises,P R AE K T IH S IH Z,3
racketeer,R AE K IH T IH R,3
radishes,R AE D IH SH IH Z,3
ravages,R AE V IH JH IH Z,3
ravaging,R AE V IH JH IH NG,3
ravishing,R AE V IH SH IH NG,3
salvaging,S AE L V IH JH IH NG,3
sandwiches,S AE N D W IH CH IH Z,3
sandwiches(1),S AE N W IH CH IH Z,3
sandwiches(2),S AE M W IH CH IH Z,3
savages(1),S AE V IH JH IH Z,3
savaging,S AE V IH JH IH NG,3
stalinists,S T AE L IH N IH S T S,3
strategist,S T R AE T IH JH IH S T,3
strategists,S T R AE T IH JH IH S T S,3
tannehill,T AE N IH HH IH L,3
thanksgiving,TH AE NG K S G IH V IH NG,3
trafficking,T R AE F IH K IH NG,3
transimage,T R AE N Z IH M IH JH,3
transited,T R AE N Z IH T IH D,3
transiting,T R AE N Z IH T IH NG,3
transmitted,T R AE N S M IH T IH D,3
transmitting,T R AE N S M IH T IH NG,3
vampiric,V AE M P IH R IH K,3
vanishes,V AE N IH SH IH Z,3
vanishing,V AE N IH SH IH NG,3
vantage's,V AE N T IH JH IH Z,3
vantages,V AE N T IH JH IH Z,3
vantages(1),V AE N IH JH IH Z,3
zalygin,Z AE L IH G IH N,3
repackages,R IY P AE K IH JH IH Z,4
repackaging,R IY P AE K IH JH IH NG,4
non-pacifist,N AA N P AE S IH F IH S T,4
non-pacifists,N AA N P AE S IH F IH S T S,4
nonpacifist,N AA N P AE S IH F IH S T,4
nonpacifists,N AA N P AE S IH F IH S T S,4
cohabiting,K OW HH AE B IH T IH NG,4
onassis's,OW N AE S IH S IH S,4
micromanaging,M AY K R OW M AE N IH JH IH NG,5
psychoanalysis(1),S AY K OW AH N AE L IH S IH S,6
disadvantages,D IH S AH D V AE N T IH JH IH Z,5
paralysis(1),P ER AE L IH S IH S,4
advantages,AE D V AE N T IH JH IH Z,4
analysis,AE N AE L IH S IH S,4
atlantis'(1),AE T L AE N T IH S IH Z,4
atlantis's,AE T L AE N T IH S IH Z,4
dialysis(1),D AY AE L IH S IH S,4
dynamics's,D AY N AE M IH K S IH Z,4
aerodynamicist,EH R OW D AY N AE M IH S IH S T,6
aerodynamicists,EH R OW D AY N AE M IH S IH S T S,6
aerodynamicists(1),EH R OW D AY N AE M IH S IH S,6
establishes,IH S T AE B L IH SH IH Z,4
establishing,IH S T AE B L IH SH IH NG,4
examining,IH G Z AE M IH N IH NG,4
inhabiting,IH N HH AE B IH T IH NG,4
mismanaging,M IH S M AE N IH JH IH NG,4
ribavirin,R IH B AE V IH R IH N,4
reestablishing,R IY IH S T AE B L IH SH IH NG,5
burriss,B ER IH S IH Z,3
careering,K ER IH R IH NG,3
careerist,K ER IH R IH S T,3
careerists,K ER IH R IH S T S,3
cyrillic,S ER IH L IH K,3
derisive,D ER IH S IH V,3
dervishich,D ER V IH SH IH K,3
erpelding,ER P IH L D IH NG,3
flourishes(1),F L ER IH SH IH Z,3
flourishing,F L ER IH SH IH NG,3
forbidding,F ER B IH D IH NG,3
forgiving,F ER G IH V IH NG,3
furbishing,F ER B IH SH IH NG,3
furnishes,F ER N IH SH IH Z,3
furnishing,F ER N IH SH IH NG,3
furnishings,F ER N IH SH IH NG Z,3
myrmidon,M ER M IH D IH N,3
myrmidons,M ER M IH D IH N Z,3
neritic,N ER IH T IH K,3
nourishing,N ER IH SH IH NG,3
perkins's,P ER K IH N Z IH Z,3
permissive,P ER M IH S IH V,3
permitted(1),P ER M IH T IH D,3
permitting,P ER M IH T IH NG,3
perquisites(1),P ER K W IH Z IH T S,3
persisted,P ER S IH S T IH D,3
persisting,P ER S IH S T IH NG,3
personals,P ER S IH N IH L Z,3
pertinent,P ER T IH N IH N T,3
przybysz,P ER Z IH B IH SH,3
service's,S ER V IH S IH Z,3
services(1),S ER V IH S IH Z,3
services',S ER V IH S IH Z,3
servicing,S ER V IH S IH NG,3
skirmishes,S K ER M IH SH IH Z,3
skirmishing,S K ER M IH SH IH NG,3
terrific,T ER IH F IH K,3
tourniquet,T ER N IH K IH T,3
turbyfill,T ER B IH F IH L,3
verges's,V ER JH IH Z IH Z,3
refurbishing,R IY F ER B IH SH IH NG,4
honorific,AA N ER IH F IH K,4
logarithmic,L AA G ER IH DH M IH K,4
brokerage's,B R OW K ER IH JH IH Z,4
brokerages,B R OW K ER IH JH IH Z,4
brokerages',B R OW K ER IH JH IH Z,4
overbilling,OW V ER B IH L IH NG,4
overbuilding,OW V ER B IH L D IH NG,4
overfishing,OW V ER F IH SH IH NG,4
overkilling,OW V ER K IH L IH NG,4
stockbrokerages,S T AA K B R OW K ER IH JH IH Z,5
counterfeited,K AW N T ER F IH T IH D,4
counterfeited(1),K AW N ER F IH T IH D,4
counterfeiting,K AW N T ER F IH T IH NG,4
counterfeiting(1),K AW N ER F IH T IH NG,4
coloristic,K AH L ER IH S T IH K,4
coverages(1),K AH V ER IH JH IH Z,4
underpinning,AH N D ER P IH N IH NG,4
underpinnings,AH N D ER P IH N IH NG Z,4
underpriviledged,AH N D ER P R IH V L IH JH D,4
unforgiving,AH N F ER G IH V IH NG,4
afterimage,AE F T ER IH M IH JH,4
amaryllis,AE M ER IH L IH S,4
demarinis,D EH M ER IH N IH S,4
encourages,EH N K ER IH JH IH Z,4
encouraging,EH N K ER IH JH IH NG,4
hemorrhaging,HH EH M ER IH JH IH NG,4
leveraging(1),L EH V ER IH JH IH NG,4
discourages,D IH S K ER IH JH IH Z,4
discouraging,D IH S K ER IH JH IH NG,4
fingerprinted,F IH NG G ER P R IH N T IH D,4
fingerprinting,F IH NG G ER P R IH N T IH NG,4
interdicted,IH N T ER D IH K T IH D,4
interdicting,IH N T ER D IH K T IH NG,4
interfering,IH N T ER F IH R IH NG,4
interfering(1),IH N ER F IH R IH NG,4
